,minutes_x,playerid,web_name,element_type,team,now_cost,expected_goals.gw,expected_assists.gw,expected_goal_involvements.gw,expected_goals_conceded.gw
13,0.0,1.0,Fábio Vieira,3.0,1.0,54.0,0.00,0.00,0.00,0.00
14,0.0,1.0,Fábio Vieira,3.0,1.0,54.0,0.00,0.00,0.00,0.00
15,0.0,1.0,Fábio Vieira,3.0,1.0,54.0,0.00,0.00,0.00,0.00
16,0.0,1.0,Fábio Vieira,3.0,1.0,54.0,0.00,0.00,0.00,0.00
30,0.0,2.0,G.Jesus,4.0,1.0,68.0,0.00,0.00,0.00,0.00
31,16.0,2.0,G.Jesus,4.0,1.0,68.0,0.00,0.00,0.00,0.00
32,21.0,2.0,G.Jesus,4.0,1.0,68.0,0.15,0.02,0.17,0.00
33,85.0,2.0,G.Jesus,4.0,1.0,68.0,0.82,0.01,0.83,1.55
47,0.0,3.0,Gabriel,2.0,1.0,63.0,0.00,0.00,0.00,0.00
48,0.0,3.0,Gabriel,2.0,1.0,63.0,0.00,0.00,0.00,0.00
49,90.0,3.0,Gabriel,2.0,1.0,63.0,0.00,0.04,0.04,0.09
50,90.0,3.0,Gabriel,2.0,1.0,63.0,0.39,0.01,0.40,1.59
64,90.0,4.0,Havertz,4.0,1.0,79.0,0.25,0.02,0.27,0.22
65,73.0,4.0,Havertz,4.0,1.0,79.0,0.34,0.01,0.35,0.16
66,90.0,4.0,Havertz,4.0,1.0,79.0,0.06,0.09,0.15,0.09
67,57.0,4.0,Havertz,4.0,1.0,79.0,0.88,0.01,0.89,1.53
81,0.0,5.0,Hein,1.0,1.0,40.0,0.00,0.00,0.00,0.00
82,0.0,5.0,Hein,1.0,1.0,40.0,0.00,0.00,0.00,0.00
83,0.0,5.0,Hein,1.0,1.0,40.0,0.00,0.00,0.00,0.00
84,0.0,5.0,Hein,1.0,1.0,40.0,0.00,0.00,0.00,0.00
98,90.0,6.0,J.Timber,2.0,1.0,57.0,0.16,0.06,0.22,0.22
99,90.0,6.0,J.Timber,2.0,1.0,57.0,0.00,0.03,0.03,0.16
100,90.0,6.0,J.Timber,2.0,1.0,57.0,0.00,0.31,0.31,0.09
101,85.0,6.0,J.Timber,2.0,1.0,57.0,0.00,0.02,0.02,1.55
115,1.0,7.0,Jorginho,3.0,1.0,47.0,0.00,0.00,0.00,0.00
116,73.0,7.0,Jorginho,3.0,1.0,47.0,0.00,0.04,0.04,0.16
117,28.0,7.0,Jorginho,3.0,1.0,47.0,0.00,0.02,0.02,0.00
118,0.0,7.0,Jorginho,3.0,1.0,47.0,0.00,0.00,0.00,0.00
132,90.0,8.0,Kiwior,2.0,1.0,48.0,0.00,0.00,0.00,0.22
133,90.0,8.0,Kiwior,2.0,1.0,48.0,0.00,0.03,0.03,0.16
134,0.0,8.0,Kiwior,2.0,1.0,48.0,0.00,0.00,0.00,0.00
135,0.0,8.0,Kiwior,2.0,1.0,48.0,0.00,0.00,0.00,0.00
149,70.0,9.0,Martinelli,3.0,1.0,68.0,0.17,0.00,0.17,0.14
150,30.0,9.0,Martinelli,3.0,1.0,68.0,0.00,0.01,0.01,0.12
151,73.0,9.0,Martinelli,3.0,1.0,68.0,0.12,0.10,0.22,0.09
152,90.0,9.0,Martinelli,3.0,1.0,68.0,0.66,0.53,1.19,1.59
166,70.0,10.0,Nelson,3.0,9.0,50.0,0.00,0.03,0.03,1.27
167,0.0,10.0,Nelson,3.0,9.0,50.0,0.00,0.00,0.00,0.00
168,0.0,10.0,Nelson,3.0,9.0,50.0,0.00,0.00,0.00,0.00
169,0.0,10.0,Nelson,3.0,9.0,50.0,0.00,0.00,0.00,0.00
183,1.0,11.0,Nketiah,4.0,7.0,59.0,0.00,0.00,0.00,0.00
184,13.0,11.0,Nketiah,4.0,7.0,59.0,0.00,0.00,0.00,0.00
185,30.0,11.0,Nketiah,4.0,7.0,59.0,0.47,0.07,0.54,0.23
186,29.0,11.0,Nketiah,4.0,7.0,59.0,0.00,0.00,0.00,0.15
200,0.0,12.0,Nwaneri,3.0,1.0,45.0,0.00,0.00,0.00,0.00
201,11.0,12.0,Nwaneri,3.0,1.0,45.0,0.00,0.00,0.00,0.00
202,28.0,12.0,Nwaneri,3.0,1.0,45.0,0.00,0.01,0.01,0.00
203,4.0,12.0,Nwaneri,3.0,1.0,45.0,0.00,0.08,0.08,0.04
217,89.0,13.0,Ødegaard,3.0,1.0,84.0,0.12,0.32,0.44,0.22
218,78.0,13.0,Ødegaard,3.0,1.0,84.0,0.00,0.18,0.18,0.16
219,61.0,13.0,Ødegaard,3.0,1.0,84.0,0.42,0.06,0.48,0.09
220,90.0,13.0,Ødegaard,3.0,1.0,84.0,0.09,0.23,0.32,1.59
234,0.0,14.0,Ramsdale,1.0,17.0,44.0,0.00,0.00,0.00,0.00
235,0.0,14.0,Ramsdale,1.0,17.0,44.0,0.00,0.00,0.00,0.00
236,0.0,14.0,Ramsdale,1.0,17.0,44.0,0.00,0.00,0.00,0.00
237,90.0,14.0,Ramsdale,1.0,17.0,44.0,0.00,0.00,0.00,1.04
251,90.0,15.0,Raya,1.0,1.0,56.0,0.00,0.00,0.00,0.22
252,90.0,15.0,Raya,1.0,1.0,56.0,0.00,0.00,0.00,0.16
253,90.0,15.0,Raya,1.0,1.0,56.0,0.00,0.00,0.00,0.09
254,90.0,15.0,Raya,1.0,1.0,56.0,0.00,0.00,0.00,1.59
268,90.0,16.0,Rice,3.0,1.0,62.0,0.08,0.41,0.49,0.22
269,90.0,16.0,Rice,3.0,1.0,62.0,0.12,0.60,0.72,0.16
270,61.0,16.0,Rice,3.0,1.0,62.0,0.03,0.06,0.09,0.09
271,32.0,16.0,Rice,3.0,1.0,62.0,0.16,0.05,0.21,0.06
285,90.0,17.0,Saka,3.0,1.0,104.0,0.13,0.16,0.29,0.22
286,90.0,17.0,Saka,3.0,1.0,104.0,0.09,0.11,0.20,0.16
287,90.0,17.0,Saka,3.0,1.0,104.0,0.33,0.56,0.89,0.09
288,23.0,17.0,Saka,3.0,1.0,104.0,0.00,0.00,0.00,0.74
302,90.0,18.0,Saliba,2.0,1.0,63.0,0.69,0.01,0.70,0.22
303,90.0,18.0,Saliba,2.0,1.0,63.0,1.19,0.01,1.20,0.16
304,90.0,18.0,Saliba,2.0,1.0,63.0,0.00,0.04,0.04,0.09
305,90.0,18.0,Saliba,2.0,1.0,63.0,0.00,0.01,0.01,1.59
319,90.0,20.0,Thomas,3.0,1.0,50.0,0.37,0.35,0.72,0.22
320,90.0,20.0,Thomas,3.0,1.0,50.0,0.25,0.07,0.32,0.16
321,21.0,20.0,Thomas,3.0,1.0,50.0,0.00,0.02,0.02,0.00
322,90.0,20.0,Thomas,3.0,1.0,50.0,0.00,0.11,0.11,1.59
336,0.0,21.0,Tierney,2.0,1.0,43.0,0.00,0.00,0.00,0.00
337,0.0,21.0,Tierney,2.0,1.0,43.0,0.00,0.00,0.00,0.00
338,0.0,21.0,Tierney,2.0,1.0,43.0,0.00,0.00,0.00,0.00
339,0.0,21.0,Tierney,2.0,1.0,43.0,0.00,0.00,0.00,0.00
353,0.0,22.0,Tomiyasu,2.0,1.0,48.0,0.00,0.00,0.00,0.00
354,0.0,22.0,Tomiyasu,2.0,1.0,48.0,0.00,0.00,0.00,0.00
355,0.0,22.0,Tomiyasu,2.0,1.0,48.0,0.00,0.00,0.00,0.00
356,0.0,22.0,Tomiyasu,2.0,1.0,48.0,0.00,0.00,0.00,0.00
370,19.0,23.0,Trossard,3.0,1.0,68.0,0.05,0.01,0.06,0.08
371,59.0,23.0,Trossard,3.0,1.0,68.0,0.02,0.15,0.17,0.04
372,16.0,23.0,Trossard,3.0,1.0,68.0,0.00,0.17,0.17,0.00
373,66.0,23.0,Trossard,3.0,1.0,68.0,0.02,0.12,0.14,0.84
387,0.0,24.0,White,2.0,1.0,61.0,0.00,0.00,0.00,0.00
388,0.0,24.0,White,2.0,1.0,61.0,0.00,0.00,0.00,0.00
389,0.0,24.0,White,2.0,1.0,61.0,0.00,0.00,0.00,0.00
390,0.0,24.0,White,2.0,1.0,61.0,0.00,0.00,0.00,0.00
404,70.0,25.0,Zinchenko,2.0,1.0,48.0,0.06,0.01,0.07,0.14
405,0.0,25.0,Zinchenko,2.0,1.0,48.0,0.00,0.00,0.00,0.00
406,0.0,25.0,Zinchenko,2.0,1.0,48.0,0.00,0.00,0.00,0.00
407,0.0,25.0,Zinchenko,2.0,1.0,48.0,0.00,0.00,0.00,0.00
421,90.0,533.0,Aït-Nouri,2.0,20.0,48.0,0.00,0.06,0.06,1.02
422,85.0,533.0,Aït-Nouri,2.0,20.0,48.0,0.04,0.09,0.13,0.91
423,90.0,533.0,Aït-Nouri,2.0,20.0,48.0,0.05,0.21,0.26,1.20
424,0.0,533.0,Aït-Nouri,2.0,20.0,48.0,0.00,0.00,0.00,0.00
438,0.0,534.0,B.Traore,3.0,20.0,48.0,0.00,0.00,0.00,0.00
439,0.0,534.0,B.Traore,3.0,20.0,48.0,0.00,0.00,0.00,0.00
440,0.0,534.0,B.Traore,3.0,20.0,48.0,0.00,0.00,0.00,0.00
441,0.0,534.0,B.Traore,3.0,20.0,48.0,0.00,0.00,0.00,0.00
455,0.0,535.0,Bellegarde,3.0,20.0,49.0,0.00,0.00,0.00,0.00
456,28.0,535.0,Bellegarde,3.0,20.0,49.0,0.14,0.00,0.14,0.14
457,71.0,535.0,Bellegarde,3.0,20.0,49.0,0.13,0.18,0.31,0.98
458,1.0,535.0,Bellegarde,3.0,20.0,49.0,0.00,0.00,0.00,0.34
472,0.0,536.0,Bentley,1.0,20.0,40.0,0.00,0.00,0.00,0.00
473,0.0,536.0,Bentley,1.0,20.0,40.0,0.00,0.00,0.00,0.00
474,0.0,536.0,Bentley,1.0,20.0,40.0,0.00,0.00,0.00,0.00
475,0.0,536.0,Bentley,1.0,20.0,40.0,0.00,0.00,0.00,0.00
489,0.0,537.0,Chiquinho,3.0,20.0,45.0,0.00,0.00,0.00,0.00
490,0.0,537.0,Chiquinho,3.0,20.0,45.0,0.00,0.00,0.00,0.00
491,0.0,537.0,Chiquinho,3.0,20.0,45.0,0.00,0.00,0.00,0.00
492,0.0,537.0,Chiquinho,3.0,20.0,45.0,0.00,0.00,0.00,0.00
506,0.0,538.0,Chirewa,3.0,20.0,45.0,0.00,0.00,0.00,0.00
507,0.0,538.0,Chirewa,3.0,20.0,45.0,0.00,0.00,0.00,0.00
508,0.0,538.0,Chirewa,3.0,20.0,45.0,0.00,0.00,0.00,0.00
509,0.0,538.0,Chirewa,3.0,20.0,45.0,0.00,0.00,0.00,0.00
523,0.0,539.0,Chiwome,4.0,20.0,45.0,0.00,0.00,0.00,0.00
524,0.0,539.0,Chiwome,4.0,20.0,45.0,0.00,0.00,0.00,0.00
525,0.0,539.0,Chiwome,4.0,20.0,45.0,0.00,0.00,0.00,0.00
526,0.0,539.0,Chiwome,4.0,20.0,45.0,0.00,0.00,0.00,0.00
540,0.0,540.0,Cundle,3.0,20.0,45.0,0.00,0.00,0.00,0.00
541,0.0,540.0,Cundle,3.0,20.0,45.0,0.00,0.00,0.00,0.00
542,0.0,540.0,Cundle,3.0,20.0,45.0,0.00,0.00,0.00,0.00
543,0.0,540.0,Cundle,3.0,20.0,45.0,0.00,0.00,0.00,0.00
557,90.0,541.0,Cunha,4.0,20.0,71.0,0.09,0.01,0.10,1.02
558,90.0,541.0,Cunha,4.0,20.0,71.0,0.04,0.25,0.29,1.01
559,90.0,541.0,Cunha,4.0,20.0,71.0,0.41,0.12,0.53,1.20
560,90.0,541.0,Cunha,4.0,20.0,71.0,0.14,0.31,0.45,0.81
574,90.0,542.0,Dawson,2.0,20.0,44.0,0.00,0.00,0.00,1.02
575,0.0,542.0,Dawson,2.0,20.0,44.0,0.00,0.00,0.00,0.00
576,0.0,542.0,Dawson,2.0,20.0,44.0,0.00,0.00,0.00,0.00
577,7.0,542.0,Dawson,2.0,20.0,44.0,0.00,0.00,0.00,0.34
591,76.0,543.0,Doherty,2.0,20.0,43.0,0.00,0.29,0.29,0.59
592,90.0,543.0,Doherty,2.0,20.0,43.0,0.51,0.08,0.59,1.01
593,63.0,543.0,Doherty,2.0,20.0,43.0,0.00,0.06,0.06,0.94
594,90.0,543.0,Doherty,2.0,20.0,43.0,0.00,0.03,0.03,0.81
608,6.0,544.0,Doyle,3.0,20.0,48.0,0.00,0.00,0.00,0.39
609,12.0,544.0,Doyle,3.0,20.0,48.0,0.12,0.06,0.18,0.10
610,45.0,544.0,Doyle,3.0,20.0,48.0,0.07,0.06,0.13,0.63
611,6.0,544.0,Doyle,3.0,20.0,48.0,0.00,0.00,0.00,0.34
625,0.0,545.0,Fábio Silva,4.0,20.0,50.0,0.00,0.00,0.00,0.00
626,0.0,545.0,Fábio Silva,4.0,20.0,50.0,0.00,0.00,0.00,0.00
627,0.0,545.0,Fábio Silva,4.0,20.0,50.0,0.00,0.00,0.00,0.00
628,0.0,545.0,Fábio Silva,4.0,20.0,50.0,0.00,0.00,0.00,0.00
642,0.0,546.0,Fraser,4.0,20.0,45.0,0.00,0.00,0.00,0.00
643,0.0,546.0,Fraser,4.0,20.0,45.0,0.00,0.00,0.00,0.00
644,0.0,546.0,Fraser,4.0,20.0,45.0,0.00,0.00,0.00,0.00
645,0.0,546.0,Fraser,4.0,20.0,45.0,0.00,0.00,0.00,0.00
659,0.0,547.0,Gonzalez,3.0,20.0,44.0,0.00,0.00,0.00,0.00
660,0.0,547.0,Gonzalez,3.0,20.0,44.0,0.00,0.00,0.00,0.00
661,0.0,547.0,Gonzalez,3.0,20.0,44.0,0.00,0.00,0.00,0.00
662,0.0,547.0,Gonzalez,3.0,20.0,44.0,0.00,0.00,0.00,0.00
676,56.0,548.0,Guedes,3.0,20.0,53.0,0.02,0.00,0.02,0.59
677,28.0,548.0,Guedes,3.0,20.0,53.0,0.13,0.06,0.19,0.14
678,26.0,548.0,Guedes,3.0,20.0,53.0,0.00,0.08,0.08,0.26
679,73.0,548.0,Guedes,3.0,20.0,53.0,0.05,0.01,0.06,0.36
693,0.0,549.0,H.Bueno,2.0,20.0,45.0,0.00,0.00,0.00,0.00
694,0.0,549.0,H.Bueno,2.0,20.0,45.0,0.00,0.00,0.00,0.00
695,0.0,549.0,H.Bueno,2.0,20.0,45.0,0.00,0.00,0.00,0.00
696,0.0,549.0,H.Bueno,2.0,20.0,45.0,0.00,0.00,0.00,0.00
710,33.0,550.0,Hee Chan,3.0,20.0,61.0,0.00,0.01,0.01,0.43
711,0.0,550.0,Hee Chan,3.0,20.0,61.0,0.00,0.00,0.00,0.00
712,18.0,550.0,Hee Chan,3.0,20.0,61.0,0.00,0.00,0.00,0.22
713,16.0,550.0,Hee Chan,3.0,20.0,61.0,0.00,0.00,0.00,0.45
727,0.0,551.0,Hodge,3.0,20.0,45.0,0.00,0.00,0.00,0.00
728,0.0,551.0,Hodge,3.0,20.0,45.0,0.00,0.00,0.00,0.00
729,0.0,551.0,Hodge,3.0,20.0,45.0,0.00,0.00,0.00,0.00
730,0.0,551.0,Hodge,3.0,20.0,45.0,0.00,0.00,0.00,0.00
744,0.0,552.0,Hoever,2.0,20.0,40.0,0.00,0.00,0.00,0.00
745,0.0,552.0,Hoever,2.0,20.0,40.0,0.00,0.00,0.00,0.00
746,0.0,552.0,Hoever,2.0,20.0,40.0,0.00,0.00,0.00,0.00
747,0.0,552.0,Hoever,2.0,20.0,40.0,0.00,0.00,0.00,0.00
761,83.0,553.0,J.Gomes,3.0,20.0,49.0,0.02,0.28,0.30,0.63
762,77.0,553.0,J.Gomes,3.0,20.0,49.0,0.33,0.02,0.35,0.91
763,0.0,553.0,J.Gomes,3.0,20.0,49.0,0.00,0.00,0.00,0.00
764,88.0,553.0,J.Gomes,3.0,20.0,49.0,0.57,0.01,0.58,0.47
778,90.0,554.0,José Sá,1.0,20.0,43.0,0.00,0.00,0.00,1.02
779,0.0,554.0,José Sá,1.0,20.0,43.0,0.00,0.00,0.00,0.00
780,0.0,554.0,José Sá,1.0,20.0,43.0,0.00,0.00,0.00,0.00
781,90.0,554.0,José Sá,1.0,20.0,43.0,0.00,0.00,0.00,0.81
795,0.0,555.0,Kalajdžić,4.0,20.0,48.0,0.00,0.00,0.00,0.00
796,0.0,555.0,Kalajdžić,4.0,20.0,48.0,0.00,0.00,0.00,0.00
797,0.0,555.0,Kalajdžić,4.0,20.0,48.0,0.00,0.00,0.00,0.00
798,0.0,555.0,Kalajdžić,4.0,20.0,48.0,0.00,0.00,0.00,0.00
812,0.0,556.0,King,1.0,20.0,40.0,0.00,0.00,0.00,0.00
813,0.0,556.0,King,1.0,20.0,40.0,0.00,0.00,0.00,0.00
814,0.0,556.0,King,1.0,20.0,40.0,0.00,0.00,0.00,0.00
815,0.0,556.0,King,1.0,20.0,40.0,0.00,0.00,0.00,0.00
829,90.0,557.0,Mario Jr.,3.0,20.0,50.0,0.00,0.01,0.01,1.02
830,90.0,557.0,Mario Jr.,3.0,20.0,50.0,0.27,0.01,0.28,1.01
831,90.0,557.0,Mario Jr.,3.0,20.0,50.0,0.06,0.07,0.13,1.20
832,0.0,557.0,Mario Jr.,3.0,20.0,50.0,0.00,0.00,0.00,0.00
846,0.0,558.0,Mosquera,2.0,20.0,39.0,0.00,0.00,0.00,0.00
847,0.0,558.0,Mosquera,2.0,20.0,39.0,0.00,0.00,0.00,0.00
848,0.0,558.0,Mosquera,2.0,20.0,39.0,0.00,0.00,0.00,0.00
849,0.0,558.0,Mosquera,2.0,20.0,39.0,0.00,0.00,0.00,0.00
863,0.0,559.0,N.Semedo,2.0,20.0,45.0,0.00,0.00,0.00,0.00
864,90.0,559.0,N.Semedo,2.0,20.0,45.0,0.05,0.01,0.06,1.01
865,90.0,559.0,N.Semedo,2.0,20.0,45.0,0.00,0.02,0.02,1.20
866,88.0,559.0,N.Semedo,2.0,20.0,45.0,0.00,0.07,0.07,0.47
880,0.0,561.0,Pedro Lima,2.0,20.0,39.0,0.00,0.00,0.00,0.00
881,0.0,561.0,Pedro Lima,2.0,20.0,39.0,0.00,0.00,0.00,0.00
882,0.0,561.0,Pedro Lima,2.0,20.0,39.0,0.00,0.00,0.00,0.00
883,0.0,561.0,Pedro Lima,2.0,20.0,39.0,0.00,0.00,0.00,0.00
897,0.0,562.0,Podence,3.0,20.0,55.0,0.00,0.00,0.00,0.00
898,0.0,562.0,Podence,3.0,20.0,55.0,0.00,0.00,0.00,0.00
899,0.0,562.0,Podence,3.0,20.0,55.0,0.00,0.00,0.00,0.00
900,0.0,562.0,Podence,3.0,20.0,55.0,0.00,0.00,0.00,0.00
914,13.0,563.0,R.Gomes,3.0,20.0,52.0,0.00,0.00,0.00,0.43
915,4.0,563.0,R.Gomes,3.0,20.0,52.0,0.00,0.00,0.00,0.10
916,0.0,563.0,R.Gomes,3.0,20.0,52.0,0.00,0.00,0.00,0.00
917,82.0,563.0,R.Gomes,3.0,20.0,52.0,0.26,0.00,0.26,0.47
931,76.0,564.0,S.Bueno,2.0,20.0,43.0,0.00,0.01,0.01,0.59
932,90.0,564.0,S.Bueno,2.0,20.0,43.0,0.00,0.00,0.00,1.01
933,90.0,564.0,S.Bueno,2.0,20.0,43.0,0.00,0.01,0.01,1.20
934,90.0,564.0,S.Bueno,2.0,20.0,43.0,0.04,0.00,0.04,0.81
948,0.0,565.0,Sarabia,3.0,20.0,51.0,0.00,0.00,0.00,0.00
949,0.0,565.0,Sarabia,3.0,20.0,51.0,0.00,0.00,0.00,0.00
950,0.0,565.0,Sarabia,3.0,20.0,51.0,0.00,0.00,0.00,0.00
951,0.0,565.0,Sarabia,3.0,20.0,51.0,0.00,0.00,0.00,0.00
965,90.0,566.0,Strand Larsen,4.0,20.0,56.0,0.65,0.02,0.67,1.02
966,61.0,566.0,Strand Larsen,4.0,20.0,56.0,0.00,0.00,0.00,0.87
967,90.0,566.0,Strand Larsen,4.0,20.0,56.0,0.55,0.01,0.56,1.20
968,83.0,566.0,Strand Larsen,4.0,20.0,56.0,0.00,0.00,0.00,0.47
982,13.0,567.0,Toti,2.0,20.0,43.0,0.00,0.00,0.00,0.43
983,90.0,567.0,Toti,2.0,20.0,43.0,0.00,0.00,0.00,1.01
984,90.0,567.0,Toti,2.0,20.0,43.0,0.00,0.05,0.05,1.20
985,90.0,567.0,Toti,2.0,20.0,43.0,0.00,0.00,0.00,0.81
999,0.0,578.0,Calafiori,2.0,1.0,58.0,0.00,0.00,0.00,0.00
1000,0.0,578.0,Calafiori,2.0,1.0,58.0,0.00,0.00,0.00,0.00
1001,0.0,578.0,Calafiori,2.0,1.0,58.0,0.00,0.00,0.00,0.00
1002,32.0,578.0,Calafiori,2.0,1.0,58.0,0.00,0.01,0.01,0.06
1016,0.0,597.0,Lewis-Skelly,3.0,1.0,45.0,0.00,0.00,0.00,0.00
1017,0.0,597.0,Lewis-Skelly,3.0,1.0,45.0,0.00,0.00,0.00,0.00
1018,68.0,597.0,Lewis-Skelly,3.0,1.0,45.0,0.00,0.06,0.06,0.09
1019,57.0,597.0,Lewis-Skelly,3.0,1.0,45.0,0.00,0.01,0.01,1.53
1033,70.0,19.0,Smith Rowe,3.0,9.0,54.0,0.00,0.01,0.01,1.27
1034,59.0,19.0,Smith Rowe,3.0,9.0,54.0,0.00,0.00,0.00,1.68
1035,21.0,19.0,Smith Rowe,3.0,9.0,54.0,0.00,0.02,0.02,0.94
1036,0.0,19.0,Smith Rowe,3.0,9.0,54.0,0.00,0.00,0.00,0.00
1050,19.0,239.0,Adama,3.0,9.0,47.0,0.00,0.00,0.00,0.06
1051,59.0,239.0,Adama,3.0,9.0,47.0,0.00,0.01,0.01,1.68
1052,3.0,239.0,Adama,3.0,9.0,47.0,0.06,0.00,0.06,0.44
1053,28.0,239.0,Adama,3.0,9.0,47.0,0.08,0.41,0.49,0.05
1067,19.0,240.0,Andreas,3.0,9.0,50.0,0.00,0.01,0.01,0.06
1068,30.0,240.0,Andreas,3.0,9.0,50.0,0.12,0.00,0.12,0.35
1069,68.0,240.0,Andreas,3.0,9.0,50.0,0.13,0.09,0.22,1.19
1070,0.0,240.0,Andreas,3.0,9.0,50.0,0.00,0.00,0.00,0.00
1084,90.0,241.0,Bassey,2.0,9.0,45.0,0.00,0.00,0.00,1.34
1085,90.0,241.0,Bassey,2.0,9.0,45.0,0.00,0.00,0.00,2.03
1086,0.0,241.0,Bassey,2.0,9.0,45.0,0.00,0.00,0.00,0.00
1087,90.0,241.0,Bassey,2.0,9.0,45.0,0.00,0.00,0.00,0.26
1101,0.0,242.0,Benda,1.0,9.0,40.0,0.00,0.00,0.00,0.00
1102,0.0,242.0,Benda,1.0,9.0,40.0,0.00,0.00,0.00,0.00
1103,0.0,242.0,Benda,1.0,9.0,40.0,0.00,0.00,0.00,0.00
1104,0.0,242.0,Benda,1.0,9.0,40.0,0.00,0.00,0.00,0.00
1118,0.0,243.0,Cairney,3.0,9.0,48.0,0.00,0.00,0.00,0.00
1119,0.0,243.0,Cairney,3.0,9.0,48.0,0.00,0.00,0.00,0.00
1120,0.0,243.0,Cairney,3.0,9.0,48.0,0.00,0.00,0.00,0.00
1121,75.0,243.0,Cairney,3.0,9.0,48.0,0.04,0.05,0.09,0.21
1135,90.0,244.0,Castagne,2.0,9.0,42.0,0.00,0.00,0.00,1.34
1136,0.0,244.0,Castagne,2.0,9.0,42.0,0.00,0.00,0.00,0.00
1137,35.0,244.0,Castagne,2.0,9.0,42.0,0.00,0.00,0.00,1.05
1138,90.0,244.0,Castagne,2.0,9.0,42.0,0.00,0.14,0.14,0.26
1152,90.0,245.0,Diop,2.0,9.0,44.0,0.00,0.00,0.00,1.34
1153,90.0,245.0,Diop,2.0,9.0,44.0,0.00,0.00,0.00,2.03
1154,90.0,245.0,Diop,2.0,9.0,44.0,0.00,0.00,0.00,2.13
1155,90.0,245.0,Diop,2.0,9.0,44.0,0.00,0.00,0.00,0.26
1169,0.0,246.0,Harris,3.0,9.0,45.0,0.00,0.00,0.00,0.00
1170,0.0,246.0,Harris,3.0,9.0,45.0,0.00,0.00,0.00,0.00
1171,0.0,246.0,Harris,3.0,9.0,45.0,0.00,0.00,0.00,0.00
1172,0.0,246.0,Harris,3.0,9.0,45.0,0.00,0.00,0.00,0.00
1186,90.0,247.0,Iwobi,3.0,9.0,58.0,0.29,0.07,0.36,1.34
1187,90.0,247.0,Iwobi,3.0,9.0,58.0,0.00,0.01,0.01,2.03
1188,90.0,247.0,Iwobi,3.0,9.0,58.0,0.08,0.06,0.14,2.13
1189,90.0,247.0,Iwobi,3.0,9.0,58.0,0.34,0.09,0.43,0.26
1203,90.0,248.0,Leno,1.0,9.0,50.0,0.00,0.00,0.00,1.34
1204,90.0,248.0,Leno,1.0,9.0,50.0,0.00,0.00,0.00,2.03
1205,90.0,248.0,Leno,1.0,9.0,50.0,0.00,0.00,0.00,2.13
1206,90.0,248.0,Leno,1.0,9.0,50.0,0.00,0.00,0.00,0.26
1220,0.0,249.0,Lukić,3.0,9.0,48.0,0.00,0.00,0.00,0.00
1221,90.0,249.0,Lukić,3.0,9.0,48.0,0.00,0.17,0.17,2.03
1222,90.0,249.0,Lukić,3.0,9.0,48.0,0.05,0.01,0.06,2.13
1223,15.0,249.0,Lukić,3.0,9.0,48.0,0.00,0.00,0.00,0.05
1237,0.0,250.0,Mbabu,2.0,9.0,40.0,0.00,0.00,0.00,0.00
1238,0.0,250.0,Mbabu,2.0,9.0,40.0,0.00,0.00,0.00,0.00
1239,0.0,250.0,Mbabu,2.0,9.0,40.0,0.00,0.00,0.00,0.00
1240,0.0,250.0,Mbabu,2.0,9.0,40.0,0.00,0.00,0.00,0.00
1254,79.0,251.0,Muniz,4.0,9.0,55.0,0.20,0.00,0.20,1.27
1255,11.0,251.0,Muniz,4.0,9.0,55.0,0.00,0.00,0.00,0.00
1256,22.0,251.0,Muniz,4.0,9.0,55.0,0.28,0.00,0.28,0.94
1257,61.0,251.0,Muniz,4.0,9.0,55.0,0.14,0.00,0.14,0.21
1271,10.0,252.0,Raúl,4.0,9.0,55.0,0.00,0.00,0.00,0.06
1272,78.0,252.0,Raúl,4.0,9.0,55.0,0.04,0.01,0.05,2.03
1273,67.0,252.0,Raúl,4.0,9.0,55.0,0.00,0.00,0.00,1.19
1274,28.0,252.0,Raúl,4.0,9.0,55.0,0.12,0.02,0.14,0.05
1288,0.0,253.0,Ream,2.0,9.0,45.0,0.00,0.00,0.00,0.00
1289,0.0,253.0,Ream,2.0,9.0,45.0,0.00,0.00,0.00,0.00
1290,0.0,253.0,Ream,2.0,9.0,45.0,0.00,0.00,0.00,0.00
1291,0.0,253.0,Ream,2.0,9.0,45.0,0.00,0.00,0.00,0.00
1305,0.0,254.0,Reed,3.0,9.0,47.0,0.00,0.00,0.00,0.00
1306,0.0,254.0,Reed,3.0,9.0,47.0,0.00,0.00,0.00,0.00
1307,0.0,254.0,Reed,3.0,9.0,47.0,0.00,0.00,0.00,0.00
1308,0.0,254.0,Reed,3.0,9.0,47.0,0.00,0.00,0.00,0.00
1322,90.0,255.0,Robinson,2.0,9.0,49.0,0.00,0.18,0.18,1.34
1323,90.0,255.0,Robinson,2.0,9.0,49.0,0.00,0.01,0.01,2.03
1324,90.0,255.0,Robinson,2.0,9.0,49.0,0.00,0.52,0.52,2.13
1325,90.0,255.0,Robinson,2.0,9.0,49.0,0.00,0.11,0.11,0.26
1339,0.0,256.0,Stansfield,4.0,9.0,50.0,0.00,0.00,0.00,0.00
1340,0.0,256.0,Stansfield,4.0,9.0,50.0,0.00,0.00,0.00,0.00
1341,0.0,256.0,Stansfield,4.0,9.0,50.0,0.00,0.00,0.00,0.00
1342,0.0,256.0,Stansfield,4.0,9.0,50.0,0.00,0.00,0.00,0.00
